Req ID,Requirement,Type,Project,Feature Area,Section,Status,Priority,Functional Requirements,Product Requirement
N-PR-11,"The app shall support a Planning Session mode — a distinct, time-boxed session for reviewing and scheduling tasks for the day — separate from the focus/break cycle",Product Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Notion Integration,5. Planning Session,Draft,Must Have,"N-FR-41 (https://www.notion.so/N-FR-41-366da49ee112814baa85ca2d2eeea97e?pvs=21), N-FR-42 (https://www.notion.so/N-FR-42-366da49ee112819aa8f8e5eb7d075858?pvs=21), N-FR-43 (https://www.notion.so/N-FR-43-366da49ee1128109b9bec7cd77ba40fd?pvs=21), N-FR-44 (https://www.notion.so/N-FR-44-366da49ee11281eab6b6c10fe358573c?pvs=21)",
N-PR-12,"Planning sessions shall not count toward the user's daily pomodoro total, as they represent organisation time rather than focused work",Product Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Notion Integration,5. Planning Session,Draft,Must Have,"N-FR-44 (https://www.notion.so/N-FR-44-366da49ee11281eab6b6c10fe358573c?pvs=21), N-FR-45 (https://www.notion.so/N-FR-45-366da49ee1128137a098dcc5ec4f8509?pvs=21)",
N-PR-13,"When starting a pomodoro, the app shall present only actionable tasks — those scheduled for today or overdue — rather than the full backlog",Product Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Notion Integration,6. App Task Picker,Draft,Must Have,"N-FR-46 (https://www.notion.so/N-FR-46-366da49ee11281669597e0babecddddc?pvs=21), N-FR-47 (https://www.notion.so/N-FR-47-366da49ee1128152b003cab1618a6002?pvs=21), N-FR-49 (https://www.notion.so/N-FR-49-366da49ee1128195a16cdb6a2e88efb7?pvs=21), N-FR-50 (https://www.notion.so/N-FR-50-366da49ee11281db9f27f0caa428a574?pvs=21)",
N-PR-14,"Overdue tasks shall be visually distinguished from today's tasks in the picker, so the user can make an informed prioritisation decision",Product Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Notion Integration,6. App Task Picker,Draft,Must Have,"N-FR-47 (https://www.notion.so/N-FR-47-366da49ee1128152b003cab1618a6002?pvs=21), N-FR-48 (https://www.notion.so/N-FR-48-366da49ee112816f80faeae456f4763f?pvs=21)",
N-PR-15,The Notion dashboard shall provide two views: a Daily view for in-session use and a Weekly/Project view for end-of-week review,Product Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Notion Integration,8. Dashboard,Draft,Should Have,"N-FR-51 (https://www.notion.so/N-FR-51-366da49ee1128177ae59ebc1efbef22f?pvs=21), N-FR-52 (https://www.notion.so/N-FR-52-366da49ee11281d78fa5e98f5a740f63?pvs=21), N-FR-53 (https://www.notion.so/N-FR-53-366da49ee1128128882ed6ad9fdcd088?pvs=21), N-FR-53a (https://www.notion.so/N-FR-53a-366da49ee11281e7bd7ec7fb57ab7975?pvs=21), N-FR-54 (https://www.notion.so/N-FR-54-366da49ee11281e58075ddbe63c0c802?pvs=21), N-FR-55 (https://www.notion.so/N-FR-55-366da49ee112812a9ec8f88c144880fb?pvs=21), N-FR-56 (https://www.notion.so/N-FR-56-366da49ee1128167b990d99a8ed7dbfe?pvs=21), N-FR-57 (https://www.notion.so/N-FR-57-366da49ee11281869969d3349cfee342?pvs=21), N-FR-58 (https://www.notion.so/N-FR-58-366da49ee11281d9bf97fbbe4ebd5539?pvs=21), N-FR-59 (https://www.notion.so/N-FR-59-366da49ee11281b68450dd4216084f05?pvs=21)",
N-PR-16,"The dashboard shall surface statistics that support self-improvement, not just vanity counts",Product Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Notion Integration,8. Dashboard,Draft,Should Have,"N-FR-53a (https://www.notion.so/N-FR-53a-366da49ee11281e7bd7ec7fb57ab7975?pvs=21), N-FR-55 (https://www.notion.so/N-FR-55-366da49ee112812a9ec8f88c144880fb?pvs=21), N-FR-56 (https://www.notion.so/N-FR-56-366da49ee1128167b990d99a8ed7dbfe?pvs=21), N-FR-57 (https://www.notion.so/N-FR-57-366da49ee11281869969d3349cfee342?pvs=21), N-FR-58 (https://www.notion.so/N-FR-58-366da49ee11281d9bf97fbbe4ebd5539?pvs=21), N-FR-59 (https://www.notion.so/N-FR-59-366da49ee11281b68450dd4216084f05?pvs=21)",
N-PR-18,"The Focus Tasks DB shall track the number of completed focus sessions and total focus time spent on each task, computed automatically from linked session records",Product Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Notion Integration,3. Focus Tasks DB,Draft,Must Have,,
N-PR-19,"The app shall be able to mark a Focus Task as complete in Notion from the popover, writing the status change via the Notion API",Product Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Notion Integration,3. Focus Tasks DB,Draft,Must Have,,
N-PR-20,"The app shall maintain a Planning DB in Notion with one row per planning day, used to store daily goals and link planned tasks",Product Requirement,,Notion Integration,16. Planning DB,Draft,Must Have,,
NTF-FR-01,"The system shall send a native macOS notification when any session timer completes (Focus, Short Break, or Long Break)",Functional Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Notifications,10. Notifications,Draft,Must Have,,NTF-PR-01 (https://www.notion.so/NTF-PR-01-367da49ee1128173abf0d5247801d6bc?pvs=21)
NTF-FR-02,The system shall send a native macOS notification when any active session timer reaches 20% of its total duration remaining,Functional Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Notifications,10. Notifications,Draft,Must Have,,NTF-PR-01 (https://www.notion.so/NTF-PR-01-367da49ee1128173abf0d5247801d6bc?pvs=21)
NTF-FR-03,"Each notification shall include the session type and, for near-completion alerts, the time remaining",Functional Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Notifications,10. Notifications,Draft,Must Have,,NTF-PR-02 (https://www.notion.so/NTF-PR-02-367da49ee11281b5a693ebd8d2bc6602?pvs=21)
NTF-FR-04,"The system shall send a Discord webhook notification when a focus session completes, indicating the session is done and a break is starting",Functional Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Notifications,10. Notifications,Draft,Must Have,,NTF-PR-03 (https://www.notion.so/NTF-PR-03-367da49ee112811a99ffd5d1a97d64d6?pvs=21)
NTF-FR-05,"The system shall send a Discord webhook notification when a break timer reaches 20% of its total duration remaining, prompting the user to return to their desk",Functional Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Notifications,10. Notifications,Draft,Must Have,,NTF-PR-03 (https://www.notion.so/NTF-PR-03-367da49ee112811a99ffd5d1a97d64d6?pvs=21)
NTF-FR-06,"The system shall send a Discord webhook notification when a break session completes, indicating the break is over and it is time to focus",Functional Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Notifications,10. Notifications,Draft,Must Have,,NTF-PR-03 (https://www.notion.so/NTF-PR-03-367da49ee112811a99ffd5d1a97d64d6?pvs=21)
NTF-FR-07,Discord webhook notifications shall only fire if a webhook URL has been configured in settings; if no URL is set the feature shall be dormant with no errors,Functional Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Notifications,10. Notifications,Draft,Must Have,,NTF-PR-03 (https://www.notion.so/NTF-PR-03-367da49ee112811a99ffd5d1a97d64d6?pvs=21)
NTF-FR-08,Discord webhook calls shall be best-effort with silent retry on failure and shall never block or delay the app or its timer,Functional Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Notifications,10. Notifications,Draft,Must Have,,NTF-PR-03 (https://www.notion.so/NTF-PR-03-367da49ee112811a99ffd5d1a97d64d6?pvs=21)
NTF-FR-09,"Each Discord notification message shall be concise and scannable, including the event type and contextually relevant detail (e.g. time remaining for near-completion alerts, session type throughout)",Functional Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Notifications,10. Notifications,Draft,Must Have,,"NTF-PR-03 (https://www.notion.so/NTF-PR-03-367da49ee112811a99ffd5d1a97d64d6?pvs=21), NTF-PR-02 (https://www.notion.so/NTF-PR-02-367da49ee11281b5a693ebd8d2bc6602?pvs=21)"
NTF-PR-01,The app shall use native macOS notifications to alert the user at key points during any session,Product Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Notifications,10. Notifications,Draft,Must Have,,
NTF-PR-02,Notifications shall include contextual information identifying the session type and remaining time where applicable,Product Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Notifications,10. Notifications,Draft,Must Have,,
NTF-PR-03,"The app shall support Discord webhook notifications for key session events, enabling the user to receive alerts on their phone when away from their desk",Product Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Notifications,10. Notifications,Draft,Must Have,,
POP-FR-01,The popover shall display two statistics: total pomodoros completed today and total focus time today (in minutes or hours),Functional Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Popover,13. Popover,Draft,Must Have,,POP-PR-01 (https://www.notion.so/POP-PR-01-367da49ee112812585b5cb99b0fa5ef7?pvs=21)
POP-FR-02,The popover shall display a list of incomplete Focus Tasks from Notion with a Scheduled Date of today,Functional Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Popover,13. Popover,Draft,Must Have,,POP-PR-05 (https://www.notion.so/POP-PR-05-367da49ee112813bbf58de797f7c0e01?pvs=21)
POP-FR-03,"If no tasks are scheduled for today, the task list shall display a default empty state message directing the user to add tasks via Notion and refresh",Functional Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Popover,13. Popover,Draft,Must Have,,POP-PR-05 (https://www.notion.so/POP-PR-05-367da49ee112813bbf58de797f7c0e01?pvs=21)
POP-FR-04,"On popover open, the task list shall display the last cached result immediately, then trigger a background fetch and silently update the list on completion (stale-while-revalidate)",Functional Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Popover,13. Popover,Draft,Must Have,,POP-PR-05 (https://www.notion.so/POP-PR-05-367da49ee112813bbf58de797f7c0e01?pvs=21)
POP-FR-05,The popover shall include a manual refresh button that forces an immediate fetch of the task list from Notion,Functional Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Popover,13. Popover,Draft,Must Have,,POP-PR-05 (https://www.notion.so/POP-PR-05-367da49ee112813bbf58de797f7c0e01?pvs=21)
POP-FR-06,The start session button shall only be available when a task is selected and the app is in Idle or Break state,Functional Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Popover,13. Popover,Draft,Must Have,,"POP-PR-02 (https://www.notion.so/POP-PR-02-367da49ee11281d1be00ebcaded8984f?pvs=21), POP-PR-03 (https://www.notion.so/POP-PR-03-367da49ee112811895d3c11d6ae396aa?pvs=21)"
POP-FR-07,"The popover shall display a cancel button during an active focus session; cancelling shall mark the session as incomplete in Notion, log a cancellation, and return the app to the start of the current pomodoro position",Functional Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Popover,13. Popover,Draft,Must Have,,POP-PR-04 (https://www.notion.so/POP-PR-04-367da49ee112814fa892f36853610b10?pvs=21)
POP-FR-08,The popover shall display a pause/resume button during an active focus session; pausing shall halt the timer without advancing it,Functional Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Popover,13. Popover,Draft,Must Have,,POP-PR-04 (https://www.notion.so/POP-PR-04-367da49ee112814fa892f36853610b10?pvs=21)
POP-FR-09,"The popover shall display an 'End Early' button during an active focus session; triggering it shall prompt the user to mark the session as Complete or Abandon it. If Complete: the session shall count as a completed pomodoro, the cycle shall advance, and the user shall then be prompted whether the task itself is Done or should be rescheduled for a future session. If Abandoned: the session shall be logged with Completed = false and the app shall return to Idle without prompting for task status.",Functional Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Popover,13. Popover,Draft,Must Have,,POP-PR-04 (https://www.notion.so/POP-PR-04-367da49ee112814fa892f36853610b10?pvs=21)
POP-FR-10,"Upon completing a full focus session, the popover shall prompt the user to mark the current task as Done in Notion or leave it Scheduled for a future session.",Functional Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Popover,13. Popover,Draft,Must Have,,POP-PR-04 (https://www.notion.so/POP-PR-04-367da49ee112814fa892f36853610b10?pvs=21)
POP-FR-11,"The task selected at the start of a session shall persist as the pre-selected task for the next session in the cycle, provided it was not marked complete; if complete, the user shall be required to pick a new task",Functional Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Popover,13. Popover,Draft,Must Have,,"POP-PR-05 (https://www.notion.so/POP-PR-05-367da49ee112813bbf58de797f7c0e01?pvs=21), POP-PR-06 (https://www.notion.so/POP-PR-06-367da49ee112816ebeb8cb31f017fbf0?pvs=21)"
POP-FR-12,The user shall not be able to change the selected task while a focus session is active,Functional Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Popover,13. Popover,Draft,Must Have,,POP-PR-03 (https://www.notion.so/POP-PR-03-367da49ee112811895d3c11d6ae396aa?pvs=21)
POP-FR-13,"The popover shall include a Plan My Day button accessible from the main popover view, initiating a Planning Session as defined in N-FR-41",Functional Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Popover,13. Popover,Draft,Must Have,,POP-PR-01 (https://www.notion.so/POP-PR-01-367da49ee112812585b5cb99b0fa5ef7?pvs=21)
POP-FR-14,The popover shall include a cog icon that opens the config screen as defined in CFG-FR-01,Functional Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Popover,13. Popover,Draft,Must Have,,POP-PR-01 (https://www.notion.so/POP-PR-01-367da49ee112812585b5cb99b0fa5ef7?pvs=21)
POP-FR-15,The popover shall display the Focus Time Goal and Pomodoro Goal from today's Planning DB row after planning is complete; if no goal was set these indicators shall be omitted,Functional Requirement,,Popover,13. Popover,Draft,Must Have,,POP-PR-07 (https://www.notion.so/POP-PR-07-367da49ee1128114ba0aefa243ca7121?pvs=21)
POP-FR-16,"The popover shall display live progress toward the daily goals: pomodoros completed today vs Pomodoro Goal, and total focus time today vs Focus Time Goal",Functional Requirement,,Popover,13. Popover,Draft,Must Have,,POP-PR-07 (https://www.notion.so/POP-PR-07-367da49ee1128114ba0aefa243ca7121?pvs=21)
POP-PR-01,The popover shall display daily progress statistics for the current user,Product Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Popover,13. Popover,Draft,Must Have,,
POP-PR-02,The popover shall present a task picker for selecting a Focus Task before starting a session,Product Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Popover,13. Popover,Draft,Must Have,,
POP-PR-03,Task selection shall be mandatory before starting a focus session,Product Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Popover,13. Popover,Draft,Must Have,,
POP-PR-04,"The popover shall provide full session controls: start, cancel, pause/resume, and end early with task completion",Product Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Popover,13. Popover,Draft,Must Have,,
POP-PR-05,"The task list shall reflect only incomplete tasks from Notion scheduled for today, kept reasonably fresh without blocking the UI",Product Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Popover,13. Popover,Draft,Must Have,,
POP-PR-06,The selected task shall persist across sessions within a cycle unless marked complete,Product Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Popover,13. Popover,Draft,Must Have,,
POP-PR-07,The popover shall display the user's daily goals and progress toward them once planning is complete,Product Requirement,,Popover,13. Popover,Draft,Must Have,,
ST-FR-01,"On completion of a focus session, the system shall write a record to the Sessions DB with: auto-generated Name, Task relation linked to Focus Tasks DB, Date, Start Time, End Time, elapsed Duration, Type = Focus, Cycle Number, Completed = true",Functional Requirement,,Session Tracking,14. Session Tracking,Draft,Must Have,,"ST-PR-01 (https://www.notion.so/ST-PR-01-367da49ee1128114b56fd1a400c99436?pvs=21), ST-PR-02 (https://www.notion.so/ST-PR-02-367da49ee11281959082cc4073104e20?pvs=21)"
ST-FR-02,"On cancellation of a focus session, the system shall write a session record with the same fields as ST-FR-01 but with Completed = false and actual elapsed duration at the point of cancellation",Functional Requirement,,Session Tracking,14. Session Tracking,Draft,Must Have,,"ST-PR-01 (https://www.notion.so/ST-PR-01-367da49ee1128114b56fd1a400c99436?pvs=21), ST-PR-02 (https://www.notion.so/ST-PR-02-367da49ee11281959082cc4073104e20?pvs=21)"
ST-FR-03,"On early complete of a focus session, the system shall write a session record with Completed = true and actual elapsed duration at the point the user ended the session",Functional Requirement,,Session Tracking,14. Session Tracking,Draft,Must Have,,"ST-PR-01 (https://www.notion.so/ST-PR-01-367da49ee1128114b56fd1a400c99436?pvs=21), ST-PR-02 (https://www.notion.so/ST-PR-02-367da49ee11281959082cc4073104e20?pvs=21)"
ST-FR-04,On end of any break session — whether run to completion or cut short by the user starting a new focus session — the system shall write a record with the appropriate Type and actual elapsed duration,Functional Requirement,,Session Tracking,14. Session Tracking,Draft,Must Have,,"ST-PR-01 (https://www.notion.so/ST-PR-01-367da49ee1128114b56fd1a400c99436?pvs=21), ST-PR-02 (https://www.notion.so/ST-PR-02-367da49ee11281959082cc4073104e20?pvs=21)"
ST-FR-05,"Every session record shall be written to electron-store immediately when the session ends, prior to any Notion API call being attempted",Functional Requirement,,Session Tracking,14. Session Tracking,Draft,Must Have,,"ST-PR-03 (https://www.notion.so/ST-PR-03-367da49ee1128173b0b0e2829d42d999?pvs=21), ST-PR-04 (https://www.notion.so/ST-PR-04-367da49ee11281efa0d9edb63ae2eb99?pvs=21)"
ST-FR-06,"After writing locally, the system shall attempt to write the session record to Notion; on failure the record shall be marked pending_sync in electron-store and no data shall be lost",Functional Requirement,,Session Tracking,14. Session Tracking,Draft,Must Have,,"ST-PR-03 (https://www.notion.so/ST-PR-03-367da49ee1128173b0b0e2829d42d999?pvs=21), ST-PR-04 (https://www.notion.so/ST-PR-04-367da49ee11281efa0d9edb63ae2eb99?pvs=21)"
ST-FR-07,"The system shall retry all pending_sync session records automatically every 5 minutes while the app is running, and on every app launch",Functional Requirement,,Session Tracking,14. Session Tracking,Draft,Must Have,,"ST-PR-03 (https://www.notion.so/ST-PR-03-367da49ee1128173b0b0e2829d42d999?pvs=21), ST-PR-04 (https://www.notion.so/ST-PR-04-367da49ee11281efa0d9edb63ae2eb99?pvs=21)"
ST-FR-08,"If one or more session records are in a pending_sync state, the popover shall display a subtle sync status indicator so the user is aware data has not yet reached Notion",Functional Requirement,,Session Tracking,14. Session Tracking,Draft,Should Have,,ST-PR-04 (https://www.notion.so/ST-PR-04-367da49ee11281efa0d9edb63ae2eb99?pvs=21)
ST-PR-01,"The app shall log a session record to the Pomodoro Sessions DB for every session that occurs — Focus, Short Break, Long Break, and Planning",Product Requirement,,Session Tracking,14. Session Tracking,Draft,Must Have,,
ST-PR-02,All session records shall use actual elapsed duration rather than configured duration,Product Requirement,,Session Tracking,14. Session Tracking,Draft,Must Have,,
ST-PR-03,"Session data shall always be persisted locally via electron-store before any Notion write is attempted, ensuring no data is lost due to API failure",Product Requirement,,Session Tracking,14. Session Tracking,Draft,Must Have,,
ST-PR-04,The app shall maintain a persistent sync queue so that any session record that fails to write to Notion is retried automatically until successful,Product Requirement,,Session Tracking,14. Session Tracking,Draft,Must Have,,
TC-FR-01,"The system shall track the current cycle position (1 through the configured pomodoros-per-cycle value) in local state, incrementing after each focus session that is completed or early-completed, and resetting to 1 after a long break session is logged",Functional Requirement,,Timer Core,15. Timer Core,Draft,Must Have,,TC-PR-01 (https://www.notion.so/TC-PR-01-367da49ee11281f2a829f5a33d9bb3cf?pvs=21)
TC-PR-01,"The app shall maintain an accurate cycle position throughout the focus/break cycle, resetting appropriately after each long break",Product Requirement,,Timer Core,15. Timer Core,Draft,Must Have,,
AUTH-PR-01,The app shall require a valid Notion API integration token and the IDs of all required Notion databases to be configured before any functionality is available.,Product Requirement,Pomodoro Timer,Settings & Config,12. Settings & Config,Draft,Must Have,,
AUTH-FR-01,"The Notion API integration token shall be stored using Electron's safeStorage API, which encrypts the value using the macOS Keychain; it shall never be written to disk in plaintext.",Functional Requirement,Pomodoro Timer,Settings & Config,12. Settings & Config,Draft,Must Have,,AUTH-PR-01
AUTH-FR-02,"The config screen shall include an input field for the Notion API token (masked, with an indicator of whether one is currently stored) and URL fields for each of the four required Notion databases: Projects DB, Focus Tasks DB, Pomodoro Sessions DB, and Planning DB.",Functional Requirement,Pomodoro Timer,Settings & Config,12. Settings & Config,Draft,Must Have,,AUTH-PR-01
AUTH-FR-03,"On first launch, when no valid API token is configured, the app shall display a blocking setup state in the popover preventing access to all timer and planning functionality, with a clear prompt directing the user to open the config screen and complete setup.",Functional Requirement,Pomodoro Timer,Settings & Config,12. Settings & Config,Draft,Must Have,,AUTH-PR-01
AUTH-FR-04,"When a new or updated API token is saved in the config screen, the system shall validate it by making a lightweight test call to the Notion API; on success the token shall be persisted via safeStorage; on failure an inline error shall be shown and the previous token (if any) shall remain.",Functional Requirement,Pomodoro Timer,Settings & Config,12. Settings & Config,Draft,Must Have,,AUTH-PR-01
AUTH-FR-05,"If a Notion API call fails with an authentication error at runtime, the app shall surface a non-blocking error banner in the popover directing the user to check their API token in config; this shall not suspend or affect the active timer.",Functional Requirement,Pomodoro Timer,Settings & Config,12. Settings & Config,Draft,Must Have,,AUTH-PR-01
CFG-FR-13,"The config screen shall include URL fields for the Projects DB, Focus Tasks DB, and Pomodoro Sessions DB, each with a clear label and an indication of whether the field is currently set; these are in addition to the Planning DB URL field (CFG-FR-12) and the Notion API token field (AUTH-FR-02).",Functional Requirement,Pomodoro Timer,Settings & Config,12. Settings & Config,Draft,Must Have,,AUTH-PR-01
NTF-FR-10,"On first launch, the system shall request macOS notification permissions via the standard system prompt.",Functional Requirement,Pomodoro Timer,Notifications,10. Notifications,Draft,Must Have,,NTF-PR-01
NTF-FR-11,"If notification permissions are denied or revoked, all native macOS notifications shall be silently suppressed; the config screen shall display a persistent alert banner informing the user that notifications are disabled, with brief guidance to enable them in System Settings.",Functional Requirement,Pomodoro Timer,Notifications,10. Notifications,Draft,Must Have,,NTF-PR-01
NTF-FR-12,The notification permission status shall be checked on each app launch; the alert banner in the config screen shall appear or be dismissed automatically based on the current permission state.,Functional Requirement,Pomodoro Timer,Notifications,10. Notifications,Draft,Must Have,,NTF-PR-01
AL-FR-06,"Offline operation, local-only session fallback, and degraded-mode functionality are explicitly out of scope; the app requires an active internet connection and a reachable Notion API to function. API write failures while online are handled via the pending-sync queue (ST-FR-05–07).",Functional Requirement,Pomodoro Timer,App Lifecycle,11. App Lifecycle,Draft,Must Have,,
POP-FR-17,"During an active break session, the popover shall display a Cancel button; cancelling shall log the break record with Completed = false and actual elapsed duration, and transition the app to Idle.",Functional Requirement,Pomodoro Timer,Popover,13. Popover,Draft,Must Have,,POP-PR-04
POP-FR-18,"During an active break session, the popover shall display a 'Skip Break' button; triggering it shall log the break record with Completed = true and actual elapsed duration, then transition the app to Idle. If no task is currently persisted (e.g. the previous task was marked complete), the Skip Break button shall be disabled.",Functional Requirement,Pomodoro Timer,Popover,13. Popover,Draft,Must Have,,POP-PR-04
POP-FR-19,"The pause/resume control shall not be available during break sessions; breaks run uninterrupted until they complete, are cancelled, or are skipped.",Functional Requirement,Pomodoro Timer,Popover,13. Popover,Draft,Must Have,,POP-PR-04
POP-FR-20,"The popover shall not display daily goal indicators or progress toward them until planning for the current day has been marked complete; prior to that, the goal section shall be absent from the popover entirely.",Functional Requirement,Pomodoro Timer,Popover,13. Popover,Draft,Must Have,,POP-PR-07
TC-FR-02,"On completion or cancellation of a long break session, the app shall transition to Idle state with the cycle counter reset to 1 and the persisted task selection cleared; the user must select a task before the next focus session can begin.",Functional Requirement,Pomodoro Timer,Timer Core,15. Timer Core,Draft,Must Have,,TC-PR-01
N-FR-68,"The app shall reference all Focus Tasks and Notion database entries exclusively by their immutable Notion page ID; task property mutations (name, status, priority, notes, etc.) shall not affect in-progress session records or task associations.",Functional Requirement,Pomodoro Timer,Notion Integration,3. Focus Tasks DB,Draft,Must Have,,N-PR-06
N-FR-69,"Deletion of a Focus Task in Notion while it is the active or persisted task in the app is an explicitly unsupported edge case and requires no error handling; users are expected not to delete tasks that have active, pending, or in-progress sessions.",Functional Requirement,Pomodoro Timer,Notion Integration,3. Focus Tasks DB,Draft,Must Have,,N-PR-06
N-FR-70,The app shall never set a task's Status field to Abandoned via the Notion API; the Abandoned status is exclusively applied by the user directly within Notion.,Functional Requirement,Pomodoro Timer,Notion Integration,3. Focus Tasks DB,Draft,Must Have,,N-PR-19
POP-FR-21,"If the task list cache was last fetched before the current 4AM boundary, the system shall perform a blocking refresh from Notion before displaying the task list on the next popover open; the stale-while-revalidate behaviour (POP-FR-04) applies only within the same logical day.",Functional Requirement,Pomodoro Timer,Popover,13. Popover,Draft,Must Have,,POP-PR-05
